06;119;06;091;9;0;0;1;1;0;1
02;003;06;266;18;0;1;1;0;1;1
06;412;02;013;8;74;16;211;140;88;122
06;560;06;805;7;16;1;495;171;130;304
02;005;02;015;0;0;0;60;0;3;56
06;805;06;756;16;135;1;1059;248;249;811
02;004;02;007;17;6;106;930;122;117;868
02;014;06;756;12;45;19;193;35;72;145
02;003;02;004;0;0;0;115;8;8;104
06;270;06;091;16;0;0;4;4;1;2
02;002;02;007;15;6;202;346;75;82;438
06;882;06;861;11;0;0;4;0;1;2
06;028;02;010;5;17;4;73;24;30;43
02;003;06;371;6;8;41;59;6;33;54
02;004;02;011;15;9;12;146;19;33;118
06;427;06;434;19;5;0;110;31;33;53
06;270;02;014;8;24;9;37;23;20;31
06;364;02;009;14;0;0;16;1;2;12
06;658;06;861;16;1;1;1;0;1;2
06;412;06;252;17;2;0;193;62;33;140
06;861;06;497;5;0;0;2;0;1;1
06;091;06;658;16;84;1;1909;463;286;1574
02;007;06;441;16;9;9;20;1;12;17
06;274;06;861;8;5;0;8;0;4;7
06;882;02;009;19;0;0;1;1;0;1
02;014;06;658;22;0;15;161;19;56;91
02;007;06;756;7;40;19;69;13;41;56
02;006;06;861;19;9;13;102;17;37;69
06;560;06;515;0;0;0;8;4;2;3
06;840;06;638;21;4;0;13;2;5;7
02;010;02;007;11;9;9;534;146;76;438
06;410;02;005;6;26;4;45;30;21;40
06;483;06;427;8;0;0;1;0;0;1
02;001;06;525;23;0;0;1;1;0;1
06;035;06;434;18;41;5;2282;503;308;1889
06;497;02;013;21;0;0;2;0;0;2
06;408;06;760;5;20;0;91;23;23;79
06;560;06;560;0;0;0;404;113;14;384
06;756;06;371;2;0;0;4;0;0;3
02;005;06;441;21;0;16;30;8;16;24
06;749;02;001;7;688;248;401;144;367;735
02;009;06;408;14;5;0;51;20;13;37
06;861;02;007;21;4;4;24;2;9;19
06;497;06;760;21;0;0;1;0;0;1
02;013;02;015;8;71;235;1126;208;152;1210
06;525;06;035;7;1;0;2;0;1;1
06;408;06;035;7;5;0;6;5;3;5
06;274;02;012;7;5;8;12;6;8;12
02;011;02;013;11;17;23;382;96;69;320
06;412;02;011;14;34;0;34;15;18;39
06;756;06;568;15;6;1;136;23;41;85
06;539;02;005;8;70;17;147;71;54;120
06;270;02;001;15;66;35;95;31;45;112
06;497;06;266;18;0;0;71;15;11;56
02;002;06;260;8;1;1;6;0;2;3
06;035;06;840;11;1;0;19;5;7;8
02;015;02;002;1;0;0;15;2;0;14
06;840;06;274;5;0;0;5;0;2;2
06;329;06;525;18;0;0;37;4;3;31
06;274;06;434;15;6;0;104;27;27;74
06;515;02;012;20;0;0;8;1;2;5
02;010;02;010;13;96;1;1371;369;117;1284
06;260;06;274;7;4;0;45;9;12;30
02;009;06;412;15;19;0;52;15;18;34
06;658;06;805;20;0;0;1;0;0;1
02;012;06;441;19;0;5;4;0;2;6
06;749;06;805;2;0;0;9;0;0;8
06;882;02;004;19;0;0;1;0;0;1
02;012;02;014;11;12;60;471;133;69;428
02;011;06;648;16;1;0;4;0;1;3
06;408;06;560;16;33;0;259;75;84;149
06;091;02;015;15;2;9;16;4;9;15
02;014;06;035;23;0;0;102;19;13;84
06;427;06;861;11;6;1;175;34;58;79
06;490;02;013;7;82;78;556;231;213;353
06;028;06;861;14;1;0;1;0;1;1
02;006;02;009;3;0;0;5;2;2;2
02;008;06;515;6;5;0;15;2;6;11
06;035;06;778;21;0;0;8;1;0;7
06;364;02;001;20;0;0;1;0;0;1
06;515;06;756;22;0;0;85;8;17;58
06;861;02;002;7;143;194;714;114;235;710
06;525;02;010;3;0;0;4;0;1;2
06;245;02;001;21;0;0;2;0;1;1
02;003;06;434;0;0;0;27;6;4;21
06;539;06;560;1;0;0;13;1;1;11
02;002;06;408;19;49;20;77;30;40;71
06;658;06;134;15;1;0;5;0;1;5
06;410;06;861;20;1;0;12;4;3;6
02;002;02;008;11;1;9;135;48;26;106
06;861;02;003;17;60;144;267;44;131;283
06;760;02;015;3;6;1;42;9;12;31
02;013;06;270;19;9;12;17;6;11;22
06;266;06;638;22;0;0;15;0;4;8
06;805;06;091;12;0;1;1;0;1;1
06;364;02;004;14;0;0;2;0;1;1
02;008;06;560;6;13;0;34;5;12;19
06;756;06;658;7;5;1;11;2;5;8
06;805;02;004;20;0;0;6;1;0;6
02;006;02;003;3;0;0;9;0;2;6
02;009;06;035;8;4;0;42;8;15;22
06;274;06;778;19;0;0;5;4;1;2
06;091;06;412;22;0;0;1;0;0;1
02;007;06;427;10;44;13;601;201;123;477
06;260;06;427;7;6;1;975;169;229;606
06;497;06;364;3;0;0;15;2;3;10
06;749;06;028;20;0;1;1;0;1;1
06;805;06;515;5;6;0;678;97;142;466
06;412;06;840;6;340;0;648;211;271;493
06;861;02;009;17;20;1;264;49;75;158
02;010;02;009;7;24;0;765;136;77;674
02;006;02;007;7;6;140;840;117;53;914
06;035;02;005;10;9;49;149;28;58;122
02;001;06;778;13;23;20;41;17;15;62
02;013;06;364;9;1;2;2;0;2;2
06;412;06;749;9;1;0;62;17;19;34
02;003;06;638;19;11;20;46;16;22;44
06;658;02;015;12;6;38;82;17;37;70
06;560;02;014;21;0;0;30;2;6;21
02;002;06;638;0;0;0;2;0;1;1
02;005;06;648;7;0;1;1;0;1;1
06;098;06;245;19;0;0;44;6;4;37
02;008;02;013;16;4;2;109;16;26;76
06;260;06;490;19;42;0;990;195;143;817
06;412;06;638;9;114;1;498;176;133;389
06;648;06;658;18;0;0;12;2;4;6
06;539;06;778;4;0;0;1;0;0;1
02;003;02;013;10;13;389;510;143;94;769
06;756;06;539;7;12;0;55;6;15;31
06;441;02;008;20;1;0;4;2;2;2
06;035;06;427;13;16;2;71;35;27;44
02;008;02;011;22;0;0;82;4;10;69
06;252;02;004;19;0;0;2;0;1;1
06;364;06;126;5;0;0;9;0;3;5
06;760;06;840;19;67;0;143;34;37;146
02;006;02;002;16;0;96;285;71;32;330
06;560;06;760;14;33;0;966;253;142;778
02;014;06;427;13;41;11;687;295;203;417
06;840;02;006;21;1;0;26;1;2;24
06;840;02;002;14;60;26;62;9;47;76
06;638;06;260;15;0;0;1;0;0;1
06;760;02;012;15;13;1;35;15;14;29
06;252;06;882;21;0;0;5;0;0;5
06;568;06;532;16;1;0;0;1;0;1
06;539;02;006;18;15;2;30;15;10;28
02;014;06;441;21;0;12;42;5;18;29
02;007;06;028;5;2;1;2;2;2;2
06;805;06;760;17;27;0;1035;207;238;701
06;441;02;014;5;1;1;11;2;4;7
06;840;06;490;15;11;1;166;31;46;72
02;007;02;001;8;53;5779;2050;264;523;7142
02;007;06;091;11;1;8;15;2;7;14
06;805;02;010;3;0;0;9;0;3;3
06;515;06;441;8;2;0;5;4;2;2
06;861;06;126;12;0;0;2;1;0;2
02;014;02;001;13;109;1865;2321;492;355;3759
02;006;06;371;16;13;4;88;30;31;53
02;004;02;004;22;2;9;1072;133;69;986
06;525;02;003;11;24;2;31;20;19;29
06;434;06;434;21;8;1;3706;741;251;3364
02;011;02;009;1;0;0;12;6;2;7
06;525;02;001;3;0;0;8;0;3;3
06;126;02;013;9;0;1;19;8;5;11
02;015;02;006;22;0;8;259;24;23;236
06;441;06;490;10;4;0;28;6;4;25
06;568;06;441;9;4;0;11;0;4;6
02;011;06;840;20;51;1;425;97;55;393
06;035;06;760;17;15;2;24;8;13;21
06;749;06;497;21;0;0;1;0;0;1
06;525;02;009;11;8;0;22;11;6;15
06;560;06;560;23;0;0;1097;252;45;1036
06;035;02;008;20;0;0;30;8;10;14
02;013;02;014;7;48;172;1403;270;114;1452
06;035;06;568;22;0;0;5;0;1;3
06;532;06;427;7;0;0;4;0;1;2
06;260;02;001;17;69;35;220;60;67;209
06;861;06;760;7;8;0;74;17;19;51
06;515;06;760;9;55;0;1275;409;163;1087
02;012;06;568;14;23;2;70;40;28;43
06;560;06;408;20;0;0;63;11;13;42
06;497;06;638;16;0;0;115;17;23;81
02;008;06;861;21;0;0;28;4;9;14
06;638;06;364;7;0;0;124;19;32;69
06;658;06;412;19;0;0;2;0;1;1
06;515;06;126;12;0;0;8;4;1;6
06;638;02;006;14;1;1;11;0;4;6
06;427;02;013;21;0;0;51;13;10;31
06;490;02;010;3;0;0;4;0;1;2
06;749;06;091;3;0;0;2;0;1;1
06;749;06;035;17;2;0;4;2;2;3
06;252;02;012;19;0;0;11;1;2;7
06;560;06;497;11;0;0;129;31;28;86
06;028;02;002;3;2;0;55;9;17;30
02;013;02;001;0;0;0;149;9;20;121
06;539;06;539;23;0;0;1097;226;21;1069
02;009;02;008;21;0;0;437;49;25;401
06;134;06;260;22;0;0;1;0;0;1
06;658;06;427;19;4;0;55;11;14;34
06;568;06;260;15;9;0;60;13;18;39
02;011;02;003;1;0;0;15;0;1;12
06;638;02;001;9;84;75;168;56;89;181
02;003;02;009;0;0;0;27;8;4;21
02;013;06;525;13;4;0;8;0;3;3
06;805;02;013;7;194;8;1113;389;309;828
06;134;06;483;9;0;0;8;0;0;7
06;861;06;035;13;8;0;20;8;9;14
06;410;06;638;16;0;0;19;5;5;11
06;408;06;412;13;20;0;113;48;37;76
02;005;06;760;14;37;22;45;17;27;47
06;035;02;013;19;5;4;44;6;11;38
06;270;02;012;12;1;1;5;0;2;3
06;560;06;270;17;0;0;1;0;0;1
06;861;02;015;17;34;46;492;56;106;422
02;004;06;427;18;298;31;1265;223;367;1033
06;410;06;525;4;0;0;1;0;0;1
06;568;06;539;12;373;0;1857;662;327;1726
06;490;02;011;13;1;0;66;15;17;38
06;778;06;371;3;0;0;4;0;1;1
06;539;06;568;16;230;1;1232;350;220;1123
06;840;02;005;11;70;59;113;44;64;135
06;805;06;658;4;0;0;2;0;1;1
06;497;06;028;18;0;0;1;0;0;1
06;412;06;539;7;1;0;40;12;8;24
06;638;02;003;17;5;5;23;5;10;15
06;028;06;515;16;1;1;2;1;1;3
06;441;02;013;19;1;2;5;0;3;3
02;002;06;270;0;0;0;6;2;2;3
02;003;06;427;5;24;5;99;24;30;85
02;001;06;035;13;100;158;1941;400;262;1796
02;005;06;412;0;0;0;1;0;0;1
06;861;02;010;9;1;1;37;6;10;22
02;005;06;410;15;11;2;26;15;9;19
02;014;06;091;16;19;37;173;57;66;125
02;005;02;003;0;0;0;86;5;8;74
06;539;06;371;4;5;0;343;49;115;166
02;006;06;515;20;5;1;19;5;5;15
06;270;06;434;0;0;0;2;1;0;2
02;010;06;371;19;2;0;109;27;28;67
06;861;06;371;6;35;1;670;97;94;569
02;007;02;015;2;0;0;9;1;1;7
02;014;02;003;21;17;168;873;107;58;973
06;274;02;014;3;6;2;84;15;29;42
06;756;06;560;23;0;0;22;4;4;14
06;539;06;840;8;89;0;247;86;94;155
06;035;06;134;9;6;0;6;1;3;8
06;648;06;756;15;0;0;2;0;1;1
06;434;06;371;18;1;0;20;8;5;8
02;003;02;003;0;0;0;126;17;5;120
06;638;02;009;17;0;0;19;5;6;8
02;003;02;010;6;22;8;96;11;23;94
02;001;06;098;14;5;2;17;8;8;12
02;010;06;568;9;55;0;75;23;24;91
06;490;06;126;5;0;0;2;0;1;1
06;638;06;749;15;1;0;40;9;10;21
06;266;06;126;6;0;0;30;2;5;22
06;028;06;638;17;0;0;2;1;0;2
06;408;06;408;12;162;0;4420;1173;389;4017
02;005;02;009;0;0;0;23;0;2;20
06;245;02;002;19;1;0;1;0;1;1
02;004;06;515;14;6;2;20;4;6;20
06;126;06;412;17;0;0;24;2;9;11
06;882;06;266;15;0;0;5;0;2;2
02;011;02;012;1;0;0;2;0;0;2
06;778;02;002;10;2;1;1;0;2;2
06;091;06;035;17;22;0;248;52;42;209
06;441;02;001;12;52;69;506;95;126;439
06;658;06;568;14;6;0;19;4;8;12
02;007;06;658;18;19;66;222;44;77;185
06;371;02;007;18;8;9;86;12;32;52
06;490;06;134;20;1;0;37;9;5;30
02;004;02;005;14;4;115;535;93;99;513
06;371;02;003;14;41;84;114;35;74;116
06;568;06;408;1;0;0;8;2;0;7
06;252;06;134;10;0;0;1;0;0;1
06;658;06;490;22;1;0;197;22;34;146
02;006;06;427;8;26;6;291;70;53;244
02;015;06;371;9;30;22;238;60;42;228
02;002;06;410;12;17;2;37;16;16;21
02;011;06;134;8;0;0;2;0;1;1
06;532;06;756;13;0;0;1;1;0;1
06;532;02;015;7;0;0;1;0;0;1
02;009;06;028;18;13;2;107;17;32;65
02;002;02;015;11;11;255;638;161;80;784
06;490;06;539;19;5;0;27;11;9;15
02;001;06;252;20;4;42;73;15;37;62
06;371;02;009;14;15;1;172;59;45;111
06;260;02;006;22;0;0;2;2;1;1
06;408;06;497;11;0;0;6;5;1;5
02;004;06;560;14;31;8;70;19;34;51
06;760;02;008;3;0;0;4;0;1;1
02;006;06;560;4;1;0;8;0;2;3
06;525;02;008;11;0;0;5;0;2;2
06;134;06;035;11;9;0;12;2;5;12
06;658;02;013;11;15;24;89;23;40;62
06;408;06;638;16;9;0;19;1;8;17
06;441;02;003;20;8;2;16;8;7;15
02;014;06;410;6;9;0;33;5;10;21
02;001;06;260;20;62;173;317;53;112;367
06;882;06;515;4;0;0;1;0;0;1
02;012;06;539;20;8;0;84;19;24;48
02;003;06;028;0;0;0;19;0;5;11
06;749;06;427;0;0;0;2;0;1;1
02;008;06;539;15;35;0;85;31;31;60
06;560;06;412;21;1;0;223;73;42;160
06;840;02;010;16;22;0;387;74;64;314
06;410;06;035;18;2;1;15;4;5;6
02;015;06;760;4;2;0;2;1;1;3
02;011;02;010;7;9;2;1077;149;86;968
06;408;02;003;15;28;19;35;8;28;39
06;497;06;371;4;0;0;2;0;1;1
06;539;02;012;7;82;0;200;92;79;111
06;252;06;126;22;0;0;37;4;2;34
06;658;06;274;12;11;0;2388;661;336;1910
06;274;06;568;19;0;0;4;0;1;2
02;004;06;028;13;38;1;397;114;107;260
02;006;02;010;18;9;19;550;120;28;536
02;012;06;035;14;5;22;51;16;21;35
06;756;06;412;20;1;0;140;44;38;77
06;408;06;274;5;0;0;1;0;0;1
02;014;02;008;21;1;12;202;34;51;144
06;126;02;002;12;0;1;6;0;1;6
06;568;06;756;7;12;0;198;45;57;114
02;009;02;007;11;31;30;794;198;117;686
02;002;06;252;8;0;1;12;0;4;6
06;441;06;274;0;0;0;17;6;1;15
06;408;02;009;15;2;0;15;0;3;12
06;427;02;005;12;17;53;507;128;146;353
06;515;02;005;21;0;1;4;0;2;2
06;434;02;013;20;2;4;27;6;8;21
06;134;06;270;21;0;0;16;2;1;14
06;749;02;007;5;0;0;5;0;2;2
06;778;06;568;10;0;0;1;1;0;1
06;434;06;539;22;0;0;2;0;0;2
06;274;02;013;17;4;5;11;4;5;11
06;408;06;882;5;1;0;1;0;1;1
02;007;02;012;5;1;2;99;6;17;77
06;778;06;028;6;51;0;176;45;50;146
06;408;02;010;21;0;0;2;0;0;2
06;252;06;434;19;0;0;2;0;1;1
06;490;06;568;12;4;0;37;8;10;25
06;412;06;525;20;0;0;1;0;0;1
02;008;06;778;18;0;1;1;0;1;1
06;270;02;015;9;13;15;13;8;13;17
06;760;02;004;15;4;1;16;1;4;12
06;539;02;011;23;0;0;2;0;1;1
06;756;06;408;19;6;0;146;37;37;88
06;760;06;539;18;9;0;120;26;36;70
06;539;06;434;6;17;1;40;6;15;22
06;560;06;861;3;0;0;91;20;26;52
06;525;06;134;18;0;0;9;1;0;8
06;408;06;515;7;12;0;52;13;17;39
06;568;02;007;21;15;1;34;2;7;37
06;252;06;539;12;0;0;11;0;3;5
02;006;06;756;5;6;0;20;2;10;12
06;568;02;003;17;147;37;135;38;74;199
02;015;06;560;21;11;4;55;12;15;39
06;574;06;568;7;0;0;2;1;0;2
06;274;02;007;11;6;5;19;4;9;17
02;007;06;515;17;9;8;23;19;8;20
02;001;06;134;8;5;15;16;2;4;29
02;013;06;260;1;0;0;5;0;2;2
06;568;02;009;17;80;2;213;48;62;200
02;002;06;840;20;69;31;191;20;79;166
02;015;06;091;22;0;4;20;2;8;12
02;013;06;840;0;0;0;30;2;8;19
02;010;06;441;14;0;0;2;0;1;1
02;012;06;658;6;0;4;12;2;5;7
06;756;06;840;4;0;0;22;6;5;14
02;003;06;410;12;91;17;73;34;45;103
06;805;02;006;8;11;5;34;26;13;25
06;756;06;441;20;2;0;2;2;2;2
06;560;06;568;15;9;0;287;74;45;229
06;028;02;011;15;2;1;4;1;2;3
06;274;06;410;18;1;1;2;0;2;2
06;252;06;861;4;2;0;184;24;39;131
06;648;06;035;18;5;0;19;4;7;12
02;001;06;364;20;2;2;8;4;4;6
06;749;06;260;5;0;0;2;0;1;1
02;002;06;441;18;2;16;73;9;29;48
06;497;06;532;5;1;0;20;4;5;14
02;007;06;525;5;1;0;1;0;1;1
02;011;06;861;2;0;0;1;0;0;1
06;638;02;007;21;0;0;12;0;3;6
02;014;02;013;20;9;276;1265;201;95;1420
02;007;06;861;21;0;5;27;0;9;20
02;009;02;003;7;198;241;771;114;250;850
02;003;06;091;16;30;55;263;70;81;221
06;760;02;010;21;4;0;6;1;2;7
02;013;06;274;8;9;2;15;5;9;11
02;013;02;008;22;1;0;180;9;39;123
06;778;02;001;23;0;0;4;0;0;3
06;497;06;568;22;0;0;1;0;0;1
02;015;06;638;22;1;1;5;1;2;5
06;126;06;882;9;0;0;103;11;8;91
06;568;06;371;15;12;0;128;26;36;77
06;441;06;778;8;0;0;5;0;0;5
06;274;02;008;18;0;0;5;1;0;5
02;009;02;009;7;82;5;2206;358;182;2032
02;003;06;515;8;11;6;19;8;9;20
06;658;02;001;4;74;91;1377;263;431;871
06;658;06;091;7;30;1;1763;364;277;1376
02;008;02;002;10;2;22;180;56;39;143
06;434;02;007;14;6;9;139;35;43;90
06;525;02;007;15;0;0;1;0;0;1
06;371;06;861;18;28;0;764;165;94;656
06;274;02;004;7;62;1;454;142;125;318
06;560;06;840;7;111;0;460;234;158;284
06;434;06;568;7;4;0;13;4;5;7
